date,igae,pi_core_gap,pi_inpp_gap,dep_tcr,i_gap,m2_gap,y_us_gap,pi_us,pi_crb,t
01sep2008,1.81796682648731,1.4172909024493,1.38245013027266,36.1411093024703,4.09868883717105,10.6184709808049,-1.42122513638885,.997677685656129,-110.11874548916,2008m9
01oct2008,1.85763479370575,.134051660562397,13.4493903792579,159.420238175502,3.67897904548906,3.15654842275892,-.318947288541604,-7.95120142158368,-253.532557913692,2008m10
01nov2008,.404303284271082,2.2339609561916,.544286421689737,15.0323619775268,3.37166038129844,6.73039816521753,-1.53679804692084,-14.2458081129437,-217.669594800418,2008m11
01dec2008,-.813368817446234,1.69191342177219,-2.40580709453449,18.8892526972655,3.96372341587498,75.01147997973121,-4.28904122290179,-6.72361981076506,-160.774676135845,2008m12
01jan2009,-5.317286201988,-.496751665821654,-3.7766484703366,41.0289402676948,3.5451414831412,8.13386774297012,-6.71041572469466,.136204215666069,32.0791789939253,2009m1
01feb2009,-5.81029017537557,.446335323877676,2.42840049027575,49.7058958533511,3.08137486213236,1.52375723036262,-7.22068448507391,2.14997732906284,-48.3602124817828,2009m2
01mar2009,-6.154274217462,1.40322969237074,2.65139969076442,10.9924396800732,3.00638766484391,1.12376463209022,-8.703610237318051,-1.31946622526797,10.0997705557727,2009m3
01apr2009,-7.1027939718685,1.91451142176011,-9.865709686171749,-99.3814734044516,2.03114055932595,4.18048658807533,-9.446837180897919,1.71366426801676,26.5292773764553,2009m4
01may2009,-7.69294339310786,-.671787071354759,-9.596086014818191,-6.08252165842487,1.29008338623907,-2.75555312227418,-10.3789901547178,1.24970296892606,103.390525459518,2009m5
01jun2009,-6.21397631959829,-.120583706485374,-.743420506999666,22.208768266119,.988651213779104,2.60567301255373,-10.6805063871144,7.10665983804759,92.7440820183111,2009m6
01jul2009,-4.54866963798934,.350246161238572,-.0452458605589223,-.957209176106844,.615784293684153,3.31616308959192,-9.489027696284239,.134957319890106,-59.4801086477645,2009m7
01aug2009,-4.83883721466527,-.67410498782438,-.608566311390761,-28.3245335891351,.526423808122046,-.469946541509374,-8.33716395219524,3.47666187422782,66.085254480209,2009m8
01sep2009,-4.21691385112979,-.356755936455124,4.94579348528108,36.2072064766192,.54050823674395,2.07605801534039,-7.4063785864749,1.93609148797229,-32.6594038505728,2009m9
01oct2009,-3.55729777829805,.590326111303302,-2.4847032881063,-8.386111485323161,.587481260628553,5.44088302023087,-7.09212477590118,4.545586958006,81.1364018142541,2009m10
01nov2009,-2.68265416661096,-1.27920487080582,2.47314830649711,-14.7573548138613,.6012893136008149,3.25014267499907,-6.62247834275274,2.99415360016582,40.9532409753904,2009m11
01dec2009,-2.24636067796947,.350004888517142,1.44233874129532,-33.8085479646772,.614874274500293,2.93310362913949,-6.18911755378697,.694004223407774,19.8710827492949,2009m12
01jan2010,-3.21718863259805,2.82187151786963,4.91101328743262,-15.5912060537567,.625187892574675,.687570332837662,-5.08512933112826,2.62557372548926,46.4620426882586,2010m1
01feb2010,-2.55279014284914,-.251218689649404,2.61348281230963,2.84782608991101,.638179216416449,.180466484512296,-4.69906449368231,-.0266267265772058,-34.9200919028114,2010m2
01mar2010,-2.00513436214684,-.223833862398819,3.71750692657513,-34.8941933414604,.622275520918103,9.35395282200146,-4.01267619561381,1.68962582308829,42.8198157569533,2010m3
01apr2010,-1.02570233809623,-1.27172487137911,-6.86869915064533,-28.9425777980053,.633406019388044,-1.49491386555914,-3.67931467164784,.651267384500542,54.7997071268107,2010m4
01may2010,-1.34769835440614,-.131703106547132,.901376656411745,40.0088580460853,.733001652247854,10.0872001670507,-2.35099895712789,.385277530447681,-103.678139685443,2010m5
01jun2010,-1.53992300376982,-1.15120491110385,-2.05783833046435,-.646151886084212,.8305031726108409,4.18435943856839,-2.18789823429919,-.5048715752067779,-16.5869059877618,2010m6
01jul2010,-1.35558378074376,-.5747852082772,2.47059429545454,17.0545462864343,.857352349818182,6.69726591479625,-1.8385257485253,1.02280846799019,8.509657322246159,2010m7
01aug2010,-1.294380830133,-1.04863461624448,-2.91868286809739,-6.98824069120292,.803999835964878,6.49193682182981,-1.51014053220599,1.64528995256568,23.2760359979551,2010m8
01sep2010,-1.13631010029374,-.206919525047281,-1.47762068028201,12.5794012544571,.7359007182170531,1.15645811495759,-1.26082208173246,1.19275082434065,23.566507217182,2010m9
01oct2010,-1.36449095705043,-.835234809670768,-2.81463747214164,-31.5078651924196,.358518175057234,3.96484765677837,-1.59703884091877,3.82205940472886,60.6031669155506,2010m10
01nov2010,-1.33267489532618,-.0180666108185124,.8847112747947919,-22.7375238052471,.327316981569307,-1.14129206290088,-1.56978967609325,2.38756172704093,33.9636939908985,2010m11
01dec2010,-.677226217482954,.141881579393708,5.38479043311716,.145754804737663,.685268357550152,7.54132165137561,-.662683483173154,2.71156809283255,67.9325407301658,2010m12
01jan2011,-.659480830197112,-.467658136514643,2.76588525402165,-24.0317162545171,.540343662199499,3.2220671355702,-.946976909735131,3.59718009095573,41.4673512179025,2011m1
01feb2011,-.674165276124093,-.31164704493549,4.41333069813346,-2.26795739963883,.472013159951831,7.40701844966814,-1.42485917550141,3.33808079372133,44.4602363281696,2011m2
01mar2011,-.224438203741761,-.459559270435618,4.16374975183327,5.48675923291704,.721750723714891,-.210060289997684,-.476278403165598,4.81401796940979,50.1209119510502,2011m3
01apr2011,-1.42851559195236,-1.13333743118329,2.03071998654483,-12.8216966811767,.755532631080412,10.2169516890245,-.892207805453626,5.08004634753725,61.6506703166408,2011m4
01may2011,-.246176283251085,-.649307867390429,-3.33481420373036,2.43001954752913,.812338705622155,1.85520107296225,-.869859677572027,3.63764134109594,-49.4625589248805,2011m5
01jun2011,-.0034643976667005,-.219836313290543,1.46094573475,15.5497446021343,.898657515801474,7.25873341813386,-.671562736553,-.245614224937185,-11.9218123111196,2011m6
01jul2011,.0772111678842103,-.130361422010369,4.7004485580358,-13.9609155262349,.690982640171283,6.01176321834047,-.289072070655028,2.04094862865141,20.7458887077049,2011m7
01aug2011,.715302903540317,-.557138481771541,.356239590311152,51.6080274203745,.627809353552347,8.8524828836851,.269749230189475,2.82318189228121,-35.1023366358056,2011m8
01sep2011,.635985009586423,-.775522731060331,4.01436048096965,61.4930085709872,.827633936640603,13.3895736868205,.0682501662634394,1.68558328835466,-17.477522745828,2011m9
01oct2011,.502156761865546,.159535584582818,5.37285729437887,37.8237937683362,.9839569690400281,8.260920690695061,.636675651598217,.0257157551871501,-30.0498401325356,2011m10
01nov2011,.996288253833123,1.26488624334419,5.60124335523268,-.850917889033553,.998285014326286,9.672424010558469,.500608813293368,2.45331877432982,20.3269180772182,2011m11
01dec2011,.746899297734288,1.44620303438392,7.13541660540355,-5.60752800275388,1.01062340509059,12.8987180949817,.898504664178557,.692699945475184,-24.549107072805,2011m12
01jan2012,1.50617667962367,-.225958686241691,.799147367259144,-24.6809713843614,.969467713999447,7.10723835064986,1.35817041416715,4.09670314885666,20.7583334296842,2012m1
01feb2012,1.46174086438349,.0578573449212736,-3.85396473241337,-55.980745695458,1.04380235474532,5.11204195479939,1.54082742863322,2.68088069886048,38.7263006315941,2012m2
01mar2012,1.43794115478678,-.731589368209943,.130522621196657,-.412885819556408,.987613484529055,11.5008786002148,.880158770150885,2.29314038825379,24.9734403422391,2012m3
01apr2012,1.47060389048521,.10430021435834,-2.34653954972746,34.0613611329918,1.06238681412137,3.32638375864189,1.452459383591,1.57717361011542,-22.4248198683757,2012m4
01may2012,.827767206633906,.512155952667711,1.40229270557828,42.6346272274362,1.18411369927268,9.84794395023332,1.5359418788611,-1.34810040144053,-71.98068613616439,2012m5
01jun2012,1.29270813356591,.286614964648262,2.98386178811894,24.9383476932486,1.1532846909478,9.717909812065511,1.39181737561236,-.610959091667951,-96.08630640472811,2012m6
01jul2012,1.48248205826486,1.2149340558698,-5.61009760452779,-59.8883899652805,.994886388290912,6.10876161994488,1.44956466093431,.432794819640137,46.3353210021946,2012m7
01aug2012,.730738138531882,.81866323129944,-3.3544080124355,-13.9343387859832,.996403178910972,2.05159429983219,.866722193475766,4.02768082579961,44.7758559767397,2012m8
01sep2012,.916739492708199,-1.4626436936963,1.36575245955351,-12.4274602517144,1.05781007592578,3.13508267613772,.6374084585511141,3.64753470844263,15.4311363915149,2012m9
01oct2012,.594769167859189,-.0136529329129713,-3.32363372211905,-14.7217096081857,1.11907577560721,1.92804788752237,.826560038364477,3.54822505408983,-18.5435722458308,2012m10
01nov2012,1.36660826500495,-1.4851002658877,-.0086709638233211,5.36157360621274,1.2236802600581,6.64746878496086,1.03345250330609,-.819831546001026,-18.1603505897403,2012m11
01dec2012,.811716035627944,-2.54189657169655,-4.30488097914926,-22.4928355662719,1.013603616728,2.24580630317354,1.10953313988302,-.189271462987861,2.5924238938277,2012m12
01jan2013,.634182679374278,-.210217996811525,-1.45432676196643,-14.7711200241066,1.13833739217341,4.77141031144163,.972213712113668,2.28188481789644,20.781499790515,2013m1
01feb2013,.164938193885378,1.15411270174886,1.54532880950538,-1.83253547856843,1.19239274635038,4.98218444554806,1.27589436109359,4.26216730832607,9.20351714034595,2013m2
01mar2013,-.0940415390395827,.155827893933166,-.0569719523187886,-25.9976946007555,1.01278246126738,4.83047508253665,1.51407403455046,-1.58240125074514,-25.3095087924169,2013m3
01apr2013,-.660139177464056,-.463400532448174,-5.91180159134252,-35.3158955573605,.868010413742216,2.81598165476973,1.26305137890936,-1.21962091188443,-24.221113504764,2013m4
01may2013,-.0065332837890395,-.113571387727592,-3.68183477208291,6.95116549652326,.799579278217032,5.61621199547055,1.17572981631495,.880263280097893,-1.9381408189556,2013m5
01jun2013,-.528455071641365,-.467512869650833,1.78633699590307,67.7081273748399,.875495304755357,1.67146001450149,1.21702731337683,2.66200785130692,-16.5861887633785,2013m6
01jul2013,-.672078204883609,-1.58955465080295,-7.06789073043472,-15.7647168101381,.965265619743142,7.95060686559852,.739878833542651,1.49165663058568,9.603161932749771,2013m7
01aug2013,-.240291255523705,-.525534366631643,-3.71532186692033,7.75357427593164,.986400956918738,7.78434657327519,1.14954961318023,1.77753701801038,15.5585181946588,2013m8
01sep2013,-.570660874098833,.425881197323455,2.59087518992667,20.3087374315572,.799424315102685,5.75250780495589,1.48952596824783,.525246217545927,-3.4577462697893,2013m9
01oct2013,-.467831012727335,-.243501028728937,-2.581758688396,-8.86589571237266,.576362748164618,7.98675589703422,1.2431867141375,1.586847309785,-18.7208562747792,2013m10
01nov2013,-.895789134079142,-.224261910305681,.902715149949604,-12.1252941455023,.5957400238538511,8.657764323914281,1.30890972789164,1.78425707037349,-15.6959557077208,2013m11
01dec2013,-.509797960915215,.141693970999122,2.35831165897628,-11.8512555430328,.522581788785648,3.5282894962976,1.34203659932561,2.09280650989498,27.7813877026421,2013m12
01jan2014,-1.36278125486756,5.16963978006268,3.66782832431065,6.87171374045619,.389915419991249,9.08560240146387,.8178281678134171,2.48668675926282,-8.933774383912761,2014m1
01feb2014,-.403251869806861,-1.17430264120947,5.59969881621606,8.77507258623069,.431267201184223,6.09104251703308,1.40281885819356,.571209795856831,31.3124415811977,2014m2
01mar2014,-.29497975372295,-.588967860985974,-1.76287734123105,-2.14256472949721,.465623526882295,6.5185659476226,2.19880248622459,1.92272944610892,-1.10865469602146,2014m3
